Milliseconds;Rssi;Signal_X;Signal_Y;Signal_Z;Position_X;Position_Y;Position_Z
52200;-95;23,5;11,2;1,7;38,9;11,0;1,5
52200;-63;44;9,4;1,7;38,9;11,0;1,5
52250;-94;35,8;-2,8;1,8;38,9;11,1;1,5
52250;-95;39,9;-4,3;1,8;38,9;11,1;1,5
52250;-91;40;-2,8;5,1;38,9;11,1;1,5
52250;-94;23,5;11,2;1,7;38,9;11,1;1,5
52250;-89;46,7;0,4;1,8;38,9;11,1;1,5
52300;-98;28,8;-3,7;1,7;38,9;11,1;1,5
52300;-94;33;-3,7;1,7;38,9;11,1;1,5
52300;-93;39,8;-2,9;4;38,9;11,1;1,5
52300;-62;34,7;9,2;1,7;38,9;11,1;1,5
52300;-66;44;9,4;1,7;38,9;11,1;1,5
52300;-92;46,7;0,4;1,8;38,9;11,1;1,5
52350;-99;28,8;-3,7;1,7;38,9;11,2;1,5
52350;-92;35,8;-2,8;1,8;38,9;11,2;1,5
52350;-96;40,3;-4,4;4;38,9;11,2;1,5
52350;-97;40,9;-5,6;-0,4;38,9;11,2;1,5
52350;-60;34,6;12;1,7;38,9;11,2;1,5
52350;-52;41,5;9,8;1,6;38,9;11,2;1,5
52400;-95;40,3;-4,4;4;38,9;11,2;1,5
52400;-97;36;-4,3;4;38,9;11,2;1,5
52400;-64;44;9,4;1,7;38,9;11,2;1,5
52400;-53;41,5;9,8;1,6;38,9;11,2;1,5
52450;-99;28,8;-3,7;1,7;38,9;11,3;1,5
52450;-92;33;-3,7;1,7;38,9;11,3;1,5
52450;-96;39,9;-4,3;1,8;38,9;11,3;1,5
52450;-94;39,8;-2,9;4;38,9;11,3;1,5
52450;-95;40;-2,8;5,1;38,9;11,3;1,5
52450;-63;34,7;9,2;1,7;38,9;11,3;1,5
52450;-53;41,5;9,8;1,6;38,9;11,3;1,5
52500;-93;39,8;-2,9;4;38,9;11,3;1,5
52500;-96;36;-4,3;4;38,9;11,3;1,5
52500;-98;33,5;-4,4;5,1;38,9;11,3;1,5
52500;-94;40;-2,8;5,1;38,9;11,3;1,5
52500;-98;50;-3,8;1,7;38,9;11,3;1,5
52500;-61;34,7;9,2;1,7;38,9;11,3;1,5
52550;-93;39,8;-2,9;4;38,9;11,4;1,5
52550;-96;36;-4,3;4;38,9;11,4;1,5
52550;-61;34,7;9,2;1,7;38,9;11,4;1,5
52550;-83;49,5;9,4;1,7;38,9;11,4;1,5
52550;-52;41,5;9,8;1,6;38,9;11,4;1,5
52600;-94;39,9;-4,3;1,8;38,9;11,4;1,5
52600;-97;40,3;-4,4;4;38,9;11,4;1,5
52600;-92;40;-2,8;5,1;38,9;11,4;1,5
52600;-60;34,7;9,2;1,7;38,9;11,4;1,5
52600;-67;44;9,4;1,7;38,9;11,4;1,5
52650;-99;28,8;-3,7;1,7;38,9;11,5;1,5
52650;-97;33;-3,7;1,7;38,9;11,5;1,5
52650;-92;35,8;-2,8;1,8;38,9;11,5;1,5
52650;-94;39,8;-2,9;4;38,9;11,5;1,5
52650;-97;40,9;-5,6;-0,4;38,9;11,5;1,5
52650;-99;50;-3,8;1,7;38,9;11,5;1,5
52650;-63;34,7;9,2;1,7;38,9;11,5;1,5
52700;-99;28,8;-3,7;1,7;38,9;11,5;1,5
52700;-97;33;-3,7;1,7;38,9;11,5;1,5
52700;-94;40;-2,8;5,1;38,9;11,5;1,5
52700;-61;34,7;9,2;1,7;38,9;11,5;1,5
52700;-96;23,5;11,2;1,7;38,9;11,5;1,5
52750;-97;39,9;-4,3;1,8;39,0;11,6;1,5
52750;-98;23,5;19,6;1,7;39,0;11,6;1,5
52750;-53;41,5;9,8;1,6;39,0;11,6;1,5
52750;-93;46,7;0,4;1,8;39,0;11,6;1,5
52800;-97;36;-4,3;4;39,0;11,6;1,5
52800;-95;23,5;11,2;1,7;39,0;11,6;1,5
52800;-65;44;9,4;1,7;39,0;11,6;1,5
52800;-53;41,5;9,8;1,6;39,0;11,6;1,5
52850;-98;28,8;-3,7;1,7;39,0;11,7;1,5
52850;-98;33,5;-4,4;5,1;39,0;11,7;1,5
52850;-97;40,9;-5,6;-0,4;39,0;11,7;1,5
52850;-62;34,7;9,2;1,7;39,0;11,7;1,5
52850;-84;47,4;18,9;1,7;39,0;11,7;1,5
52900;-98;40,9;-5,6;-0,4;39,0;11,7;1,5
52900;-99;50;-3,8;1,7;39,0;11,7;1,5
52900;-90;48,3;21,2;1,7;39,0;11,7;1,5
52900;-85;49,5;9,4;1,7;39,0;11,7;1,5
52900;-91;46,7;0,4;1,8;39,0;11,7;1,5
52950;-99;25,5;-2,8;1,8;39,0;11,8;1,5
52950;-99;28,8;-3,7;1,7;39,0;11,8;1,5
52950;-96;40;-2,8;5,1;39,0;11,8;1,5
52950;-98;23,5;19,6;1,7;39,0;11,8;1,5
52950;-86;47,4;18,9;1,7;39,0;11,8;1,5
52950;-89;48,3;21,2;1,7;39,0;11,8;1,5
53000;-94;35,8;-2,8;1,8;39,0;11,8;1,5
53000;-93;39,8;-2,9;4;39,0;11,8;1,5
53000;-98;33,5;-4,4;5,1;39,0;11,8;1,5
53000;-63;34,7;9,2;1,7;39,0;11,8;1,5
53000;-97;23,5;19,6;1,7;39,0;11,8;1,5
53000;-95;23,5;11,2;1,7;39,0;11,8;1,5
53050;-97;33;-3,7;1,7;39,0;11,9;1,5
53050;-98;33,5;-4,4;5,1;39,0;11,9;1,5
53050;-65;34,7;9,2;1,7;39,0;11,9;1,5
53050;-97;23,5;11,2;1,7;39,0;11,9;1,5
53050;-87;47,4;18,9;1,7;39,0;11,9;1,5
53050;-92;46,7;0,4;1,8;39,0;11,9;1,5
53100;-98;28,8;-3,7;1,7;39,0;11,9;1,5
53100;-95;39,9;-4,3;1,8;39,0;11,9;1,5
53100;-98;40,3;-4,4;4;39,0;11,9;1,5
53100;-99;50;-3,8;1,7;39,0;11,9;1,5
53100;-97;23,5;19,6;1,7;39,0;11,9;1,5
53150;-99;28,8;-3,7;1,7;39,0;12,0;1,5
53150;-97;40,3;-4,4;4;39,0;12,0;1,5
53150;-94;40;-2,8;5,1;39,0;12,0;1,5
53150;-60;34,6;12;1,7;39,0;12,0;1,5
53150;-91;48,3;21,2;1,7;39,0;12,0;1,5
53150;-56;41,5;9,8;1,6;39,0;12,0;1,5
53200;-96;39,9;-4,3;1,8;39,0;12,0;1,5
53200;-99;33,5;-4,4;5,1;39,0;12,0;1,5
53200;-95;40;-2,8;5,1;39,0;12,0;1,5
53200;-99;50;-3,8;1,7;39,0;12,0;1,5
53200;-85;47,4;18,9;1,7;39,0;12,0;1,5
53200;-88;48,3;21,2;1,7;39,0;12,0;1,5
53250;-95;39,8;-2,9;4;39,0;12,1;1,5
53250;-97;33,5;-4,4;5,1;39,0;12,1;1,5
53250;-96;40,9;-5,6;-0,4;39,0;12,1;1,5
53250;-59;34,6;12;1,7;39,0;12,1;1,5
53250;-85;49,5;9,4;1,7;39,0;12,1;1,5
53300;-99;28,8;-3,7;1,7;39,0;12,1;1,5
53300;-98;39,9;-4,3;1,8;39,0;12,1;1,5
53300;-96;36;-4,3;4;39,0;12,1;1,5
53300;-99;33,5;-4,4;5,1;39,0;12,1;1,5
53300;-65;44;9,4;1,7;39,0;12,1;1,5
53300;-85;49,5;9,4;1,7;39,0;12,1;1,5
53350;-97;28,8;-3,7;1,7;39,0;12,2;1,5
53350;-97;33;-3,7;1,7;39,0;12,2;1,5
53350;-64;34,7;9,2;1,7;39,0;12,2;1,5
53350;-85;49,5;9,4;1,7;39,0;12,2;1,5
53400;-95;35,8;-2,8;1,8;39,0;12,2;1,5
53400;-97;40,3;-4,4;4;39,0;12,2;1,5
53400;-84;47,4;18,9;1,7;39,0;12,2;1,5
53450;-98;40,3;-4,4;4;39,0;12,3;1,5
53450;-97;40,9;-5,6;-0,4;39,0;12,3;1,5
53450;-91;46,7;0,4;1,8;39,0;12,3;1,5
53500;-94;35,8;-2,8;1,8;39,0;12,3;1,5
53500;-95;40,3;-4,4;4;39,0;12,3;1,5
53500;-98;36;-4,3;4;39,0;12,3;1,5
53500;-97;40;-2,8;5,1;39,0;12,3;1,5
53500;-63;34,7;9,2;1,7;39,0;12,3;1,5
53550;-96;39,9;-4,3;1,8;39,0;12,4;1,5
53550;-95;40;-2,8;5,1;39,0;12,4;1,5
53550;-97;40,9;-5,6;-0,4;39,0;12,4;1,5
53550;-95;23,5;11,2;1,7;39,0;12,4;1,5
53550;-92;48,3;21,2;1,7;39,0;12,4;1,5
53600;-97;40,3;-4,4;4;39,0;12,4;1,5
53600;-97;23,5;11,2;1,7;39,0;12,4;1,5
53600;-93;46,7;0,4;1,8;39,0;12,4;1,5
53650;-95;35,8;-2,8;1,8;39,0;12,5;1,5
53650;-98;50;-3,8;1,7;39,0;12,5;1,5
53650;-65;34,7;9,2;1,7;39,0;12,5;1,5
53650;-97;23,5;19,6;1,7;39,0;12,5;1,5
53650;-65;44;9,4;1,7;39,0;12,5;1,5
53650;-83;47,4;18,9;1,7;39,0;12,5;1,5
53650;-90;48,3;21,2;1,7;39,0;12,5;1,5
53700;-66;44;9,4;1,7;39,0;12,5;1,5
53700;-59;41,5;9,8;1,6;39,0;12,5;1,5
53750;-96;28,8;-3,7;1,7;39,0;12,6;1,5
53750;-95;39,8;-2,9;4;39,0;12,6;1,5
53750;-65;34,7;9,2;1,7;39,0;12,6;1,5
53750;-55;41,5;9,8;1,6;39,0;12,6;1,5
53750;-91;46,7;0,4;1,8;39,0;12,6;1,5
53800;-96;36;-4,3;4;39,0;12,6;1,5
53800;-97;23,5;11,2;1,7;39,0;12,6;1,5
53800;-84;47,4;18,9;1,7;39,0;12,6;1,5
53800;-56;41,5;9,8;1,6;39,0;12,6;1,5
53800;-93;46,7;0,4;1,8;39,0;12,6;1,5
53850;-98;28,8;-3,7;1,7;39,0;12,7;1,5
53850;-96;35,8;-2,8;1,8;39,0;12,7;1,5
53850;-96;39,9;-4,3;1,8;39,0;12,7;1,5
53850;-99;40,3;-4,4;4;39,0;12,7;1,5
53850;-99;40,9;-5,6;-0,4;39,0;12,7;1,5
53900;-97;35,8;-2,8;1,8;39,0;12,7;1,5
53900;-98;39,9;-4,3;1,8;39,0;12,7;1,5
53900;-98;40,3;-4,4;4;39,0;12,7;1,5
53900;-96;40;-2,8;5,1;39,0;12,7;1,5
53900;-99;50;-3,8;1,7;39,0;12,7;1,5
53900;-68;44;9,4;1,7;39,0;12,7;1,5
53950;-94;35,8;-2,8;1,8;39,0;12,8;1,5
53950;-98;36;-4,3;4;39,0;12,8;1,5
53950;-99;33,5;-4,4;5,1;39,0;12,8;1,5
53950;-97;23,5;19,6;1,7;39,0;12,8;1,5
53950;-96;23,5;11,2;1,7;39,0;12,8;1,5
53950;-82;47,4;18,9;1,7;39,0;12,8;1,5
53950;-58;41,5;9,8;1,6;39,0;12,8;1,5
53950;-92;46,7;0,4;1,8;39,0;12,8;1,5
54000;-99;28,8;-3,7;1,7;39,0;12,8;1,5
54000;-96;39,9;-4,3;1,8;39,0;12,8;1,5
54000;-66;34,7;9,2;1,7;39,0;12,8;1,5
54000;-86;49,5;9,4;1,7;39,0;12,8;1,5
54000;-93;46,7;0,4;1,8;39,0;12,8;1,5
54050;-99;33;-3,7;1,7;39,1;12,9;1,5
54050;-98;40,3;-4,4;4;39,1;12,9;1,5
54050;-99;36;-4,3;4;39,1;12,9;1,5
54050;-94;23,5;11,2;1,7;39,1;12,9;1,5
54050;-99;52,3;27,4;1,7;39,1;12,9;1,5
54050;-88;48,3;21,2;1,7;39,1;12,9;1,5
54100;-99;28,8;-3,7;1,7;39,1;12,9;1,5
54100;-94;40;-2,8;5,1;39,1;12,9;1,5
54100;-97;40,9;-5,6;-0,4;39,1;12,9;1,5
54100;-96;23,5;19,6;1,7;39,1;12,9;1,5
54150;-98;28,8;-3,7;1,7;39,1;13,0;1,5
54150;-98;33,5;-4,4;5,1;39,1;13,0;1,5
54150;-96;40;-2,8;5,1;39,1;13,0;1,5
54150;-61;34,6;12;1,7;39,1;13,0;1,5
54200;-98;33;-3,7;1,7;39,1;13,0;1,5
54200;-97;39,9;-4,3;1,8;39,1;13,0;1,5
54200;-99;40,3;-4,4;4;39,1;13,0;1,5
54200;-95;40;-2,8;5,1;39,1;13,0;1,5
54200;-88;49,5;9,4;1,7;39,1;13,0;1,5
54250;-62;34,6;12;1,7;39,1;13,1;1,5
54300;-99;40,3;-4,4;4;39,1;13,1;1,5
54300;-97;33,5;-4,4;5,1;39,1;13,1;1,5
54300;-69;44;9,4;1,7;39,1;13,1;1,5
54300;-85;47,4;18,9;1,7;39,1;13,1;1,5
54300;-85;49,5;9,4;1,7;39,1;13,1;1,5
54350;-95;35,8;-2,8;1,8;39,1;13,2;1,5
54350;-97;40;-2,8;5,1;39,1;13,2;1,5
54350;-68;34,7;9,2;1,7;39,1;13,2;1,5
54400;-99;33;-3,7;1,7;39,1;13,2;1,5
54400;-98;40,3;-4,4;4;39,1;13,2;1,5
54400;-95;23,5;19,6;1,7;39,1;13,2;1,5
54400;-95;23,5;11,2;1,7;39,1;13,2;1,5
54400;-60;34,6;12;1,7;39,1;13,2;1,5
54450;-97;23,5;19,6;1,7;39,1;13,3;1,5
54450;-99;52,3;27,4;1,7;39,1;13,3;1,5
54450;-60;41,5;9,8;1,6;39,1;13,3;1,5
54500;-61;34,6;12;1,7;39,1;13,3;1,5
54500;-99;52,3;27,4;1,7;39,1;13,3;1,5
54500;-60;41,5;9,8;1,6;39,1;13,3;1,5
54550;-95;35,8;-2,8;1,8;39,1;13,4;1,5
54550;-97;40;-2,8;5,1;39,1;13,4;1,5
54550;-99;23,5;19,6;1,7;39,1;13,4;1,5
54550;-89;48,3;21,2;1,7;39,1;13,4;1,5
54550;-87;49,5;9,4;1,7;39,1;13,4;1,5
54550;-95;46,7;0,4;1,8;39,1;13,4;1,5
54600;-99;28,8;-3,7;1,7;39,1;13,4;1,5
54600;-96;39,8;-2,9;4;39,1;13,4;1,5
54600;-99;33,5;-4,4;5,1;39,1;13,4;1,5
54600;-97;40;-2,8;5,1;39,1;13,4;1,5
54600;-84;47,4;18,9;1,7;39,1;13,4;1,5
54650;-97;39,9;-4,3;1,8;39,1;13,5;1,5
54650;-68;34,7;9,2;1,7;39,1;13,5;1,5
54650;-81;47,4;18,9;1,7;39,1;13,5;1,5
54650;-94;46,7;0,4;1,8;39,1;13,5;1,5
54700;-99;33;-3,7;1,7;39,1;13,5;1,5
54700;-98;40,3;-4,4;4;39,1;13,5;1,5
54700;-62;34,6;12;1,7;39,1;13,5;1,5
54700;-84;47,4;18,9;1,7;39,1;13,5;1,5
54700;-87;48,3;21,2;1,7;39,1;13,5;1,5
54750;-99;40,3;-4,4;4;39,1;13,6;1,5
54750;-98;36;-4,3;4;39,1;13,6;1,5
54750;-96;23,5;11,2;1,7;39,1;13,6;1,5
54750;-93;46,7;0,4;1,8;39,1;13,6;1,5
54800;-99;33,5;-4,4;5,1;39,1;13,6;1,5
54800;-97;40;-2,8;5,1;39,1;13,6;1,5
54800;-68;34,7;9,2;1,7;39,1;13,6;1,5
54800;-98;23,5;19,6;1,7;39,1;13,6;1,5
54800;-62;34,6;12;1,7;39,1;13,6;1,5
54850;-97;39,8;-2,9;4;39,1;13,7;1,5
54850;-98;33,5;-4,4;5,1;39,1;13,7;1,5
54850;-97;40;-2,8;5,1;39,1;13,7;1,5
54900;-61;41,5;9,8;1,6;39,1;13,7;1,5
54950;-97;39,8;-2,9;4;39,1;13,8;1,5
54950;-99;40,9;-5,6;-0,4;39,1;13,8;1,5
54950;-68;34,7;9,2;1,7;39,1;13,8;1,5
55000;-96;35,8;-2,8;1,8;39,1;13,8;1,5
55000;-71;44;9,4;1,7;39,1;13,8;1,5
55000;-86;49,5;9,4;1,7;39,1;13,8;1,5
55050;-98;35,8;-2,8;1,8;39,1;13,9;1,5
55050;-95;23,5;19,6;1,7;39,1;13,9;1,5
55050;-99;52,3;27,4;1,7;39,1;13,9;1,5
55050;-87;48,3;21,2;1,7;39,1;13,9;1,5
55050;-86;49,5;9,4;1,7;39,1;13,9;1,5
55050;-61;41,5;9,8;1,6;39,1;13,9;1,5
55100;-81;47,4;18,9;1,7;39,1;13,9;1,5
55100;-87;48,3;21,2;1,7;39,1;13,9;1,5
55100;-86;49,5;9,4;1,7;39,1;13,9;1,5
55100;-60;41,5;9,8;1,6;39,1;13,9;1,5
55150;-99;39,9;-4,3;1,8;39,1;14,0;1,5
55150;-98;39,8;-2,9;4;39,1;14,0;1,5
55150;-99;33,5;-4,4;5,1;39,1;14,0;1,5
55150;-99;40,9;-5,6;-0,4;39,1;14,0;1,5
55150;-97;23,5;19,6;1,7;39,1;14,0;1,5
55150;-95;23,5;11,2;1,7;39,1;14,0;1,5
55150;-60;41,5;9,8;1,6;39,1;14,0;1,5
55200;-96;35,8;-2,8;1,8;39,1;14,0;1,5
55200;-64;34,6;12;1,7;39,1;14,0;1,5
55200;-89;48,3;21,2;1,7;39,1;14,0;1,5
55200;-94;46,7;0,4;1,8;39,1;14,0;1,5
55250;-98;39,8;-2,9;4;39,1;14,1;1,5
55250;-98;40;-2,8;5,1;39,1;14,1;1,5
55250;-98;40,9;-5,6;-0,4;39,1;14,1;1,5
55250;-99;23,5;19,6;1,7;39,1;14,1;1,5
55250;-97;52,3;27,4;1,7;39,1;14,1;1,5
55300;-98;35,8;-2,8;1,8;39,2;14,1;1,5
55300;-70;44;9,4;1,7;39,2;14,1;1,5
55300;-80;47,4;18,9;1,7;39,2;14,1;1,5
55350;-98;33,5;-4,4;5,1;39,2;14,2;1,5
55350;-87;48,3;21,2;1,7;39,2;14,2;1,5
55400;-99;36;-4,3;4;39,2;14,2;1,5
55400;-98;33,5;-4,4;5,1;39,2;14,2;1,5
55400;-79;47,4;18,9;1,7;39,2;14,2;1,5
55450;-98;33;-3,7;1,7;39,2;14,3;1,5
55450;-97;40,3;-4,4;4;39,2;14,3;1,5
55450;-69;34,7;9,2;1,7;39,2;14,3;1,5
55450;-64;34,6;12;1,7;39,2;14,3;1,5
55500;-96;35,8;-2,8;1,8;39,2;14,3;1,5
55500;-98;40,3;-4,4;4;39,2;14,3;1,5
55500;-71;34,7;9,2;1,7;39,2;14,3;1,5
55500;-64;34,6;12;1,7;39,2;14,3;1,5
55500;-85;49,5;9,4;1,7;39,2;14,3;1,5
55550;-98;35,8;-2,8;1,8;39,2;14,4;1,5
55550;-96;23,5;19,6;1,7;39,2;14,4;1,5
55550;-64;34,6;12;1,7;39,2;14,4;1,5
55550;-87;48,3;21,2;1,7;39,2;14,4;1,5
55550;-86;49,5;9,4;1,7;39,2;14,4;1,5
55600;-99;39,9;-4,3;1,8;39,2;14,4;1,5
55600;-97;39,8;-2,9;4;39,2;14,4;1,5
55600;-71;34,7;9,2;1,7;39,2;14,4;1,5
55600;-81;47,4;18,9;1,7;39,2;14,4;1,5
55600;-94;46,7;0,4;1,8;39,2;14,4;1,5
55650;-97;39,8;-2,9;4;39,2;14,5;1,5
55650;-95;23,5;19,6;1,7;39,2;14,5;1,5
55650;-95;23,5;11,2;1,7;39,2;14,5;1,5
55650;-87;48,3;21,2;1,7;39,2;14,5;1,5
55700;-79;47,4;18,9;1,7;39,2;14,5;1,5
55700;-65;41,5;9,8;1,6;39,2;14,5;1,5
55700;-97;46,7;0,4;1,8;39,2;14,5;1,5
55750;-95;23,5;19,6;1,7;39,2;14,6;1,5
55750;-74;44;9,4;1,7;39,2;14,6;1,5
55750;-86;49,5;9,4;1,7;39,2;14,6;1,5
55750;-65;41,5;9,8;1,6;39,2;14,6;1,5
55750;-97;46,7;0,4;1,8;39,2;14,6;1,5
55800;-99;39,8;-2,9;4;39,2;14,6;1,5
55850;-99;39,8;-2,9;4;39,2;14,7;1,5
55850;-71;34,7;9,2;1,7;39,2;14,7;1,5
55850;-97;52,3;27,4;1,7;39,2;14,7;1,5
55850;-86;49,5;9,4;1,7;39,2;14,7;1,5
55900;-98;39,9;-4,3;1,8;39,2;14,7;1,5
55900;-98;40,3;-4,4;4;39,2;14,7;1,5
55900;-97;39,8;-2,9;4;39,2;14,7;1,5
55900;-98;40;-2,8;5,1;39,2;14,7;1,5
55900;-96;23,5;11,2;1,7;39,2;14,7;1,5
55900;-64;34,6;12;1,7;39,2;14,7;1,5
55900;-98;36,1;34,3;1,7;39,2;14,7;1,5
55950;-99;39,9;-4,3;1,8;39,2;14,8;1,5
55950;-99;40;-2,8;5,1;39,2;14,8;1,5
55950;-94;23,5;11,2;1,7;39,2;14,8;1,5
55950;-65;41,5;9,8;1,6;39,2;14,8;1,5
55950;-96;46,7;0,4;1,8;39,2;14,8;1,5
56000;-97;35,8;-2,8;1,8;39,2;14,8;1,5
56000;-96;40,3;-4,4;4;39,2;14,8;1,5
56000;-71;34,7;9,2;1,7;39,2;14,8;1,5
56000;-96;23,5;11,2;1,7;39,2;14,8;1,5
56000;-87;49,5;9,4;1,7;39,2;14,8;1,5
56050;-98;39,8;-2,9;4;39,2;14,9;1,5
56050;-73;34,7;9,2;1,7;39,2;14,9;1,5
56050;-64;41,5;9,8;1,6;39,2;14,9;1,5
56100;-72;34,7;9,2;1,7;39,2;14,9;1,5
56100;-75;44;9,4;1,7;39,2;14,9;1,5
56100;-85;48,3;21,2;1,7;39,2;14,9;1,5
56100;-88;49,5;9,4;1,7;39,2;14,9;1,5
56150;-98;33;-3,7;1,7;39,2;15,0;1,5
56150;-98;35,8;-2,8;1,8;39,2;15,0;1,5
56150;-63;34,6;12;1,7;39,2;15,0;1,5
56200;-97;40,3;-4,4;4;39,2;15,0;1,5
56200;-99;39,8;-2,9;4;39,2;15,0;1,5
56200;-95;23,5;19,6;1,7;39,2;15,0;1,5
56200;-95;23,5;11,2;1,7;39,2;15,0;1,5
56200;-79;47,4;18,9;1,7;39,2;15,0;1,5
56250;-99;36;-4,3;4;39,2;15,1;1,5
56250;-72;34,7;9,2;1,7;39,2;15,1;1,5
56250;-96;23,5;19,6;1,7;39,2;15,1;1,5
56250;-65;34,6;12;1,7;39,2;15,1;1,5
56300;-99;33;-3,7;1,7;39,2;15,1;1,5
56300;-99;35,8;-2,8;1,8;39,2;15,1;1,5
56300;-98;39,9;-4,3;1,8;39,2;15,1;1,5
56300;-85;48,3;21,2;1,7;39,2;15,1;1,5
56300;-89;49,5;9,4;1,7;39,2;15,1;1,5
56300;-69;41,5;9,8;1,6;39,2;15,1;1,5
56350;-97;23,5;11,2;1,7;39,2;15,2;1,5
56350;-72;44;9,4;1,7;39,2;15,2;1,5
56350;-97;52,3;27,4;1,7;39,2;15,2;1,5
56350;-86;49,5;9,4;1,7;39,2;15,2;1,5
56350;-65;41,5;9,8;1,6;39,2;15,2;1,5
56400;-98;33;-3,7;1,7;39,2;15,2;1,5
56400;-98;35,8;-2,8;1,8;39,2;15,2;1,5
56400;-73;34,7;9,2;1,7;39,2;15,2;1,5
56400;-96;23,5;11,2;1,7;39,2;15,2;1,5
56400;-79;47,4;18,9;1,7;39,2;15,2;1,5
56450;-98;40;-2,8;5,1;39,2;15,3;1,5
56450;-73;44;9,4;1,7;39,2;15,3;1,5
56500;-73;34,7;9,2;1,7;39,2;15,3;1,5
56500;-72;44;9,4;1,7;39,2;15,3;1,5
56500;-78;47,4;18,9;1,7;39,2;15,3;1,5
56500;-84;48,3;21,2;1,7;39,2;15,3;1,5
56500;-87;49,5;9,4;1,7;39,2;15,3;1,5
56550;-79;47,4;18,9;1,7;39,2;15,4;1,5
56600;-67;34,6;12;1,7;39,3;15,4;1,5
56600;-97;46,7;0,4;1,8;39,3;15,4;1,5
56650;-99;39,9;-4,3;1,8;39,3;15,5;1,5
56650;-68;34,6;12;1,7;39,3;15,5;1,5
56650;-84;48,3;21,2;1,7;39,3;15,5;1,5
56650;-90;49,5;9,4;1,7;39,3;15,5;1,5
56650;-68;41,5;9,8;1,6;39,3;15,5;1,5
56650;-97;46,7;0,4;1,8;39,3;15,5;1,5
56700;-98;40;-2,8;5,1;39,3;15,5;1,5
56700;-73;34,7;9,2;1,7;39,3;15,5;1,5
56700;-80;47,4;18,9;1,7;39,3;15,5;1,5
56700;-97;36,1;34,3;1,7;39,3;15,5;1,5
56750;-99;40;-2,8;5,1;39,3;15,6;1,5
56750;-96;23,5;19,6;1,7;39,3;15,6;1,5
56750;-76;44;9,4;1,7;39,3;15,6;1,5
56750;-97;36,1;34,3;1,7;39,3;15,6;1,5
56750;-96;46,7;0,4;1,8;39,3;15,6;1,5
56800;-99;39,9;-4,3;1,8;39,3;15,6;1,5
56800;-98;39,8;-2,9;4;39,3;15,6;1,5
56800;-99;40;-2,8;5,1;39,3;15,6;1,5
56800;-97;23,5;19,6;1,7;39,3;15,6;1,5
56800;-82;48,3;21,2;1,7;39,3;15,6;1,5
56850;-98;35,8;-2,8;1,8;39,3;15,7;1,5
56850;-99;40;-2,8;5,1;39,3;15,7;1,5
56850;-74;34,7;9,2;1,7;39,3;15,7;1,5
56850;-96;23,5;11,2;1,7;39,3;15,7;1,5
56850;-68;34,6;12;1,7;39,3;15,7;1,5
56850;-75;44;9,4;1,7;39,3;15,7;1,5
56850;-89;49,5;9,4;1,7;39,3;15,7;1,5
56900;-99;35,8;-2,8;1,8;39,3;15,7;1,5
56900;-99;40;-2,8;5,1;39,3;15,7;1,5
56900;-67;34,6;12;1,7;39,3;15,7;1,5
56900;-98;46,7;0,4;1,8;39,3;15,7;1,5
56950;-99;35,8;-2,8;1,8;39,3;15,8;1,5
56950;-97;52,3;27,4;1,7;39,3;15,8;1,5
56950;-85;48,3;21,2;1,7;39,3;15,8;1,5
56950;-69;41,5;9,8;1,6;39,3;15,8;1,5
57000;-96;23,5;11,2;1,7;39,3;15,8;1,5
57000;-76;47,4;18,9;1,7;39,3;15,8;1,5
57000;-97;52,3;27,4;1,7;39,3;15,8;1,5
57000;-83;48,3;21,2;1,7;39,3;15,8;1,5
57000;-68;41,5;9,8;1,6;39,3;15,8;1,5
57050;-77;34,7;9,2;1,7;39,3;15,9;1,5
57100;-99;35,8;-2,8;1,8;39,3;15,9;1,5
57100;-96;23,5;11,2;1,7;39,3;15,9;1,5
57150;-99;40;-2,8;5,1;39,3;16,0;1,5
57150;-98;23,5;19,6;1,7;39,3;16,0;1,5
57150;-79;47,4;18,9;1,7;39,3;16,0;1,5
57150;-88;49,5;9,4;1,7;39,3;16,0;1,5
57200;-97;23,5;19,6;1,7;39,3;16,0;1,5
57200;-68;34,6;12;1,7;39,3;16,0;1,5
57200;-98;36,1;34,3;1,7;39,3;16,0;1,5
57200;-99;46,7;0,4;1,8;39,3;16,0;1,5
57250;-98;35,8;-2,8;1,8;39,3;16,1;1,5
57250;-75;44;9,4;1,7;39,3;16,1;1,5
57250;-98;52,3;27,4;1,7;39,3;16,1;1,5
57250;-89;49,5;9,4;1,7;39,3;16,1;1,5
57300;-99;35,8;-2,8;1,8;39,3;16,1;1,5
57300;-76;34,7;9,2;1,7;39,3;16,1;1,5
57350;-79;47,4;18,9;1,7;39,3;16,2;1,5
57350;-91;49,5;9,4;1,7;39,3;16,2;1,5
57350;-70;41,5;9,8;1,6;39,3;16,2;1,5
57400;-97;23,5;11,2;1,7;39,3;16,2;1,5
57400;-76;44;9,4;1,7;39,3;16,2;1,5
57400;-98;36,1;34,3;1,7;39,3;16,2;1,5
57450;-97;23,5;19,6;1,7;39,3;16,3;1,5
57450;-88;49,5;9,4;1,7;39,3;16,3;1,5
57450;-71;41,5;9,8;1,6;39,3;16,3;1,5
57450;-99;46,7;0,4;1,8;39,3;16,3;1,5
57500;-77;34,7;9,2;1,7;39,3;16,3;1,5
57500;-96;23,5;11,2;1,7;39,3;16,3;1,5
57500;-76;44;9,4;1,7;39,3;16,3;1,5
